CustomerID,Max Products In Basket,Min Products In Basket,Mean Products In Basket
15807,39,39,39.0
15808,30,23,25.5
15809,7,1,4.0
15810,24,19,21.0
15811,18,3,13.0
15812,8,1,3.3333333333333335
15813,9,1,5.0
15814,9,2,5.25
15815,4,2,3.3333333333333335
15819,29,15,21.0
15820,10,10,10.0
15821,18,17,17.5
15822,8,6,7.0
15825,4,4,4.0
15826,13,8,10.5
15827,7,1,4.166666666666667
15829,10,4,7.0
15830,17,17,17.0
15831,15,1,6.666666666666667
15832,48,48,48.0
15834,62,14,38.333333333333336
15835,11,9,9.75
15836,2,2,2.0
15837,12,12,12.0
15839,19,8,13.666666666666666
15840,6,2,4.0
15841,10,2,5.75
15843,3,3,3.0
15844,9,9,9.0
15845,16,5,9.125
15847,9,7,8.0
15850,7,7,7.0
15852,7,7,7.0
15853,8,8,8.0
15854,6,1,4.0
15855,18,6,11.6
15856,40,1,9.0
15857,2,2,2.0
15858,24,3,10.8
15860,10,1,6.142857142857143
15861,73,29,52.714285714285715
15862,23,7,13.25
15863,1,1,1.0
15864,4,1,2.0
15865,6,3,4.333333333333333
15866,2,2,2.0
15867,31,2,13.333333333333334
15869,6,2,4.0
15870,32,32,32.0
15872,23,23,23.0
15874,19,2,5.833333333333333
15877,18,9,13.5
15880,23,23,23.0
15881,4,1,2.0
15882,5,1,3.0
15883,12,10,11.0
15885,10,10,10.0
15886,4,4,4.0
15888,4,4,4.0
15889,17,7,12.0
15891,19,19,19.0
15894,7,7,7.0
15897,5,5,5.0
15898,26,1,7.4
15899,1,1,1.0
15900,24,24,24.0
15901,9,2,5.333333333333333
15903,1,1,1.0
15904,13,13,13.0
15906,39,1,11.857142857142858
15907,24,6,13.666666666666666
15909,4,4,4.0
15910,28,8,15.25
15912,7,7,7.0
15916,19,2,7.571428571428571
15917,5,5,5.0
15918,16,13,14.5
15919,18,9,13.5
15920,6,2,3.6666666666666665
15921,7,7,7.0
15922,6,6,6.0
15923,9,9,9.0
15925,10,10,10.0
15930,11,11,11.0
15932,11,1,4.5
15933,14,11,12.666666666666666
15935,3,3,3.0
15937,5,5,5.0
15938,4,1,2.5
15939,3,1,1.5714285714285714
15942,5,5,5.0
15944,3,3,3.0
15947,2,2,2.0
15948,30,15,22.5
15949,7,2,4.5
15950,23,5,13.0
15951,16,11,13.5
15952,16,1,9.75
15953,13,1,5.75
15955,20,1,7.615384615384615
15957,25,25,25.0
15958,3,3,3.0
15963,12,4,8.0
15965,33,1,13.25
15967,16,14,15.0
15969,4,2,2.6666666666666665
15970,7,7,7.0
15971,2,1,1.4
15973,1,1,1.0
15974,19,5,13.0
15975,17,17,17.0
15976,25,18,21.5
15977,11,11,11.0
15978,17,17,17.0
15980,2,2,2.0
15981,16,1,5.5
15983,21,10,15.75
15984,47,4,12.11111111111111
15985,6,2,4.0
15986,8,8,8.0
15987,21,1,10.0
15988,6,6,6.0
15990,23,10,16.5
15992,2,2,2.0
15993,62,11,33.833333333333336
15994,18,18,18.0
15996,21,5,12.666666666666666
15998,86,41,58.8
16003,23,1,12.4
16005,9,6,7.5
16006,4,4,4.0
16007,60,21,34.0
16008,8,3,6.0
16009,38,11,24.5
16010,18,6,12.666666666666666
16011,15,3,9.3125
16012,22,8,14.333333333333334
16013,6,1,2.6
16014,25,5,16.666666666666668
16015,29,12,21.333333333333332
16016,25,4,12.75
16017,27,27,27.0
16018,7,5,6.0
16019,23,2,9.0
16020,18,1,10.333333333333334
16022,38,38,38.0
16023,23,12,18.0
16024,15,15,15.0
16025,20,20,20.0
16026,20,20,20.0
16027,2,1,1.5
16029,1,1,1.0
16030,16,16,16.0
16031,15,14,14.5
16033,73,1,26.894736842105264
16034,5,2,3.3333333333333335
16036,19,19,19.0
16037,11,8,9.666666666666666
16038,10,3,6.5
16040,12,9,10.333333333333334
16042,20,9,14.333333333333334
16043,9,1,4.333333333333333
16045,32,4,11.75
16048,3,3,3.0
16049,33,5,22.666666666666668
16050,1,1,1.0
16052,8,8,8.0
16053,44,6,25.0
16054,22,22,22.0
16055,1,1,1.0
16056,25,25,25.0
16057,23,1,10.0
16059,26,6,17.166666666666668
16062,7,1,3.25
16063,10,10,10.0
16065,39,39,39.0
16066,15,2,7.0
16070,10,6,8.0
16071,15,15,15.0
16072,4,4,4.0
16076,19,2,7.777777777777778
16079,2,1,1.5
16080,4,3,3.5
16081,64,7,22.8
16083,5,3,4.0
16084,22,22,22.0
16085,30,9,21.6
16086,6,2,3.2
16091,6,4,5.0
16092,12,10,10.666666666666666
16094,17,4,8.25
16096,3,3,3.0
16097,5,5,5.0
16098,11,4,6.142857142857143
16099,16,7,11.0
16101,48,48,48.0
16102,15,6,10.5
16103,7,1,3.5
16104,18,18,18.0
16105,6,6,6.0
16106,5,5,5.0
16107,6,1,3.0
16108,33,33,33.0
16109,3,3,3.0
16110,70,20,42.333333333333336
16112,3,1,2.0
16113,3,3,3.0
16114,6,6,6.0
16115,29,13,20.875
16116,15,15,15.0
16117,18,18,18.0
16119,6,4,5.0
16120,5,1,3.0
16121,57,23,40.0
16122,7,3,5.333333333333333
16123,8,8,8.0
16124,3,3,3.0
16125,9,9,9.0
16126,10,3,5.0
16127,21,21,21.0
16128,23,2,11.6
16131,5,1,2.6666666666666665
16133,14,1,4.8076923076923075
16134,16,14,15.0
16135,14,14,14.0
16136,10,4,7.0
16139,11,4,7.5
16140,16,4,10.0
16141,13,13,13.0
16142,15,15,15.0
16143,17,4,13.166666666666666
16145,13,5,10.454545454545455
16146,13,5,9.0
16147,10,10,10.0
16149,9,4,6.5
16150,19,11,14.4
16153,14,5,8.6
16156,17,1,8.444444444444445
16157,2,2,2.0
16159,5,5,5.0
16161,34,3,16.842105263157894
16163,1,1,1.0
16164,11,5,7.666666666666667
16168,6,1,2.4705882352941178
16169,16,6,11.75
16170,20,8,14.0
16171,1,1,1.0
16172,14,6,10.75
16173,11,1,7.666666666666667
16174,9,1,5.0
16175,12,5,8.0
16177,5,5,5.0
16178,5,5,5.0
16179,4,4,4.0
16180,16,2,7.0
16181,5,5,5.0
16182,3,3,3.0
16183,8,8,8.0
16184,6,1,3.3333333333333335
16185,11,10,10.5
16186,25,3,10.083333333333334
16187,18,2,7.533333333333333
16188,18,5,9.75
16189,5,3,4.0
16190,2,2,2.0
16191,19,1,6.5
16193,14,14,14.0
16198,9,9,9.0
16200,42,33,37.5
16201,29,13,20.5
16202,7,7,7.0
16203,10,4,7.5
16204,28,28,28.0
16205,30,7,17.333333333333332
16206,11,6,8.75
16207,10,10,10.0
16208,20,9,14.5
16209,8,3,5.5
16210,8,1,3.272727272727273
16211,12,12,12.0
16212,17,7,12.0
16213,5,5,5.0
16214,18,3,9.333333333333334
16215,10,10,10.0
16216,11,11,11.0
16217,5,1,3.0
16218,20,4,7.6
16221,34,10,18.333333333333332
16222,49,49,49.0
16224,16,3,11.0
16225,42,2,18.4
16226,2,1,1.5
16227,3,3,3.0
16229,28,4,16.0
16230,15,14,14.5
16232,10,1,4.5
16233,12,7,9.5
16235,9,3,5.5
16236,13,13,13.0
16239,9,4,6.5
16240,37,33,35.0
16241,51,6,14.833333333333334
16242,42,13,23.285714285714285
16243,10,5,7.5
16244,38,24,31.0
16245,25,14,19.0
16247,4,4,4.0
16248,6,6,6.0
16249,10,3,5.75
16250,7,6,6.5
16253,12,9,10.5
16255,25,10,15.25
16256,1,1,1.0
16258,27,7,17.75
16260,5,5,5.0
16261,14,6,9.0
16265,36,1,16.555555555555557
16266,7,2,4.0
16268,5,2,3.5
16270,30,30,30.0
16271,32,4,17.5
16272,16,16,16.0
16274,16,16,16.0
16275,10,10,10.0
16276,1,1,1.0
16278,7,7,7.0
16279,33,10,21.666666666666668
16281,2,2,2.0
16282,6,6,6.0
16283,41,9,21.75
16284,34,28,31.0
16287,3,3,3.0
16292,9,9,9.0
16293,11,1,7.875
16295,9,7,8.25
16297,10,10,10.0
16298,10,5,7.333333333333333
16302,5,5,5.0
16303,43,10,27.0
16305,19,19,19.0
16306,13,1,5.166666666666667
16309,12,9,10.5
16311,15,7,11.0
16313,8,3,5.5
16315,6,6,6.0
16316,16,1,10.166666666666666
16317,15,8,11.666666666666666
16318,12,12,12.0
16320,27,27,27.0
16321,2,1,1.3333333333333333
16322,16,6,11.0
16324,17,11,14.0
16325,4,2,3.0
16326,15,1,5.923076923076923
16327,48,24,35.333333333333336
16330,5,1,3.0
16332,28,3,11.571428571428571
16337,5,5,5.0
16338,7,7,7.0
16339,3,3,3.0
16340,46,46,46.0
16341,20,1,9.0
16342,4,1,2.3333333333333335
16343,9,9,9.0
16345,15,15,15.0
16347,18,13,15.5
16348,19,4,11.571428571428571
16350,14,3,9.0
16351,6,6,6.0
16352,9,8,8.5
16353,8,1,4.25
16354,24,24,24.0
16356,14,12,13.0
16357,16,1,6.333333333333333
16358,21,12,17.25
16359,4,1,1.625
16360,71,19,48.166666666666664
16361,26,9,15.5
16362,13,2,6.25
16363,3,3,3.0
16364,16,9,12.5
16365,4,3,3.5
16366,7,7,7.0
16367,46,9,27.5
16368,13,11,12.0
16369,25,6,17.666666666666668
16370,40,15,27.5
16372,32,1,16.5
16374,28,9,18.5
16376,50,1,25.5
16378,10,1,5.333333333333333
16379,23,12,17.75
16380,2,2,2.0
16383,38,28,33.0
16384,16,6,11.0
16385,8,5,7.0
16386,20,2,11.0
16387,2,2,2.0
16389,6,1,3.25
16392,17,17,17.0
16393,35,7,18.53846153846154
16394,15,5,8.666666666666666
16395,26,13,21.0
16398,34,5,19.5
16399,19,13,16.0
16400,13,13,13.0
16401,27,1,9.727272727272727
16402,17,17,17.0
16403,9,9,9.0
16404,6,6,6.0
16406,14,14,14.0
16407,29,2,13.0
16409,43,7,23.2
16411,13,10,11.5
16412,13,13,13.0
16413,18,18,18.0
16414,1,1,1.0
16415,16,16,16.0
16416,15,4,9.0
16418,17,8,12.666666666666666
16419,11,2,4.6
16422,5,1,1.6785714285714286
16423,12,12,12.0
16425,5,5,5.0
16426,27,2,17.22222222222222
16427,2,1,1.5
16431,16,13,15.0
16432,4,4,4.0
16433,11,11,11.0
16434,18,1,8.285714285714286
16438,18,12,15.0
16440,55,24,38.2
16441,11,8,9.5
16442,12,7,10.0
16444,18,5,10.0
16445,15,15,15.0
16447,7,7,7.0
16448,12,12,12.0
16449,13,9,11.0
16450,4,4,4.0
16451,8,8,8.0
16454,1,1,1.0
16455,28,3,12.428571428571429
16456,16,2,7.0
16457,4,4,4.0
16458,15,3,8.944444444444445
16460,23,8,13.666666666666666
16461,4,4,4.0
16463,12,10,11.0
16464,49,24,34.333333333333336
16466,19,6,12.428571428571429
16469,12,3,6.75
16470,27,7,16.75
16471,8,8,8.0
16473,5,3,4.0
16474,41,2,24.166666666666668
16475,16,1,6.333333333333333
16477,21,9,16.142857142857142
16478,4,3,3.5
16479,11,7,9.0
16480,15,15,15.0
16482,5,5,5.0
16483,12,12,12.0
16484,13,5,9.0
16485,8,8,8.0
16488,4,2,3.0
16491,20,20,20.0
16493,8,4,5.5
16494,30,30,30.0
16495,16,9,12.5
16496,24,10,16.666666666666668
16497,20,3,9.833333333333334
16498,9,1,5.0
16499,7,6,6.5
16500,3,1,2.0
16503,22,6,12.5
16504,25,25,25.0
16506,2,2,2.0
16509,2,2,2.0
16510,5,5,5.0
16511,38,20,28.333333333333332
16513,15,15,15.0
16515,21,4,11.0
16516,5,5,5.0
16517,10,10,10.0
16518,19,7,13.0
16519,2,1,1.5
16520,37,20,29.333333333333332
16523,13,1,5.2
16525,4,1,1.5333333333333334
16526,7,7,7.0
16527,8,8,8.0
16528,8,8,8.0
16529,10,10,10.0
16531,12,2,6.857142857142857
16533,48,5,25.666666666666668
16535,12,12,12.0
16536,31,31,31.0
16539,8,2,3.5
16542,3,3,3.0
16545,1,1,1.0
16546,4,4,4.0
16549,95,8,33.3
16550,43,28,33.6
16551,2,1,1.5
16552,6,2,4.0
16553,5,3,3.75
16554,18,10,14.0
16555,8,2,5.0
16556,26,4,11.857142857142858
16557,1,1,1.0
16558,25,2,10.1
16560,14,10,12.0
16561,13,9,11.0
16563,8,8,8.0
16566,4,1,1.75
16567,9,5,7.0
16569,1,1,1.0
16570,10,2,6.0
16571,18,16,17.0
16572,12,9,10.666666666666666
16573,10,9,9.5
16574,17,17,17.0
16581,5,5,5.0
16582,2,2,2.0
16583,12,12,12.0
16584,7,5,6.0
16586,2,2,2.0
16587,6,6,6.0
16589,17,2,8.0
16591,2,2,2.0
16592,26,1,9.0
16593,3,2,2.5
16594,4,4,4.0
16595,31,31,31.0
16596,3,2,2.5
16597,1,1,1.0
16598,7,7,7.0
16600,9,1,4.0
16601,12,12,12.0
16602,21,21,21.0
16603,11,10,10.5
16607,12,1,6.909090909090909
16609,31,9,19.0
16610,5,5,5.0
16611,4,4,4.0
16612,20,6,11.75
16613,19,19,19.0
16614,9,9,9.0
16616,9,2,5.5
16617,1,1,1.0
16618,20,2,12.0
16619,8,8,8.0
16620,4,2,3.0
16621,8,2,4.25
16623,4,4,4.0
16624,7,5,6.0
16625,18,18,18.0
16626,27,1,5.4
16627,7,7,7.0
16628,22,10,16.8
16629,5,4,4.5
16633,17,5,11.5
16634,5,5,5.0
16637,13,10,11.5
16638,10,1,3.857142857142857
16639,21,3,10.666666666666666
16641,6,6,6.0
16642,6,5,5.5
16643,10,10,10.0
16644,27,8,17.5
16647,3,1,2.0
16648,10,10,10.0
16650,13,13,13.0
16652,11,2,6.8
16653,36,1,18.5
16654,8,1,3.75
16655,29,2,17.166666666666668
16656,2,1,1.1428571428571428
16657,14,7,11.0
16658,1,1,1.0
16660,1,1,1.0
16665,4,4,4.0
16666,10,10,10.0
16667,16,9,12.5
16668,3,1,1.5
16669,34,33,33.5
16670,30,1,14.5
16672,8,1,2.9166666666666665
16674,17,9,13.0
16676,11,4,8.5
16678,14,1,6.666666666666667
16679,1,1,1.0
16680,8,8,8.0
16681,5,1,2.3333333333333335
16682,3,1,1.6666666666666667
16684,1,1,1.0
16685,11,11,11.0
16686,57,5,29.714285714285715
16688,9,5,7.0
16689,5,5,5.0
16690,3,1,2.0
16693,11,9,10.0
16696,3,2,2.5
16697,5,5,5.0
16700,20,3,13.0
16701,5,1,2.6666666666666665
16705,14,1,4.666666666666667
16706,25,2,11.0
16708,18,18,18.0
16709,16,1,7.5
16710,32,10,20.77777777777778
16711,3,1,2.0
16712,35,3,20.9
16713,52,3,17.8
16714,58,58,58.0
16717,51,6,17.5
16718,18,18,18.0
16719,18,6,10.142857142857142
16720,2,2,2.0
16721,23,23,23.0
16722,21,1,7.333333333333333
16723,13,13,13.0
16725,4,3,3.3333333333333335
16726,46,1,18.4
16727,31,31,31.0
16728,23,5,13.0
16729,34,1,16.85
16730,12,1,7.333333333333333
16732,13,13,13.0
16734,10,7,8.5
16735,16,1,8.0
16738,1,1,1.0
16739,8,8,8.0
16743,20,2,14.0
16744,25,3,11.285714285714286
16745,31,2,12.4375
16746,36,2,13.444444444444445
16747,16,4,10.0
16748,19,1,10.2
16750,17,1,7.6
16751,5,5,5.0
16752,5,5,5.0
16753,8,8,8.0
16755,37,9,25.666666666666668
16756,8,8,8.0
16757,3,3,3.0
16758,9,9,9.0
16759,11,6,8.5
16761,4,4,4.0
16762,17,7,12.333333333333334
16763,6,6,6.0
16764,34,8,18.076923076923077
16766,7,7,7.0
16767,24,2,11.4
16768,11,5,7.333333333333333
16769,11,11,11.0
16770,26,5,12.8
16771,40,9,25.4
16773,13,13,13.0
16774,12,3,7.75
16775,12,1,5.7272727272727275
16776,25,25,25.0
16777,6,1,3.5
16778,4,4,4.0
16779,16,2,8.772727272727273
16780,24,7,15.5
16781,8,8,8.0
16782,18,2,6.416666666666667
16784,2,2,2.0
16788,24,20,22.0
16789,3,3,3.0
16790,28,4,10.666666666666666
16791,35,1,18.428571428571427
16792,6,6,6.0
16793,11,11,11.0
16794,30,5,16.625
16795,43,43,43.0
16796,14,14,14.0
16800,68,68,68.0
16801,11,1,4.25
16803,13,13,13.0
16804,15,8,11.5
16805,36,13,24.5
16806,22,8,13.75
16807,25,5,13.666666666666666
16808,6,1,3.5
16809,30,10,19.6
16810,7,7,7.0
16811,9,7,8.0
16812,6,6,6.0
16813,31,11,21.1
16814,16,1,7.095238095238095
16816,11,3,6.333333333333333
16817,7,1,5.0
16818,22,2,10.363636363636363
16820,16,16,16.0
16823,20,20,20.0
16824,9,7,8.0
16825,8,8,8.0
16826,10,10,10.0
16828,7,7,7.0
16829,6,6,6.0
16830,13,13,13.0
16833,14,1,7.75
16834,14,14,14.0
16835,4,2,3.0
16836,7,1,4.0
16837,17,1,9.5
16838,7,7,7.0
16839,11,1,3.7083333333333335
16841,16,3,8.0
16842,16,8,12.333333333333334
16843,14,1,8.833333333333334
16846,7,7,7.0
16847,8,8,8.0
16848,11,11,11.0
16849,4,4,4.0
16850,11,11,11.0
16851,5,3,4.0
16852,1,1,1.0
16855,8,4,6.0
16856,2,2,2.0
16858,2,2,2.0
16859,15,2,8.5
16861,2,2,2.0
16863,9,6,7.5
16866,2,1,1.3333333333333333
16869,20,10,15.5
16871,18,8,13.2
16873,41,11,24.0
16875,27,2,11.0
16877,12,4,7.833333333333333
16878,1,1,1.0
16880,16,6,10.166666666666666
16882,15,4,9.5
16883,13,8,10.5
16884,10,6,8.0
16885,10,3,5.333333333333333
16887,6,6,6.0
16889,39,15,28.0
16891,8,4,5.8
16892,14,1,6.2
16893,8,8,8.0
16895,13,13,13.0
16897,10,4,7.0
16898,15,5,8.666666666666666
16899,16,2,9.5
16900,42,1,21.5
16902,8,8,8.0
16903,14,14,14.0
16904,29,4,14.071428571428571
16905,19,2,10.666666666666666
16906,11,2,5.333333333333333
16907,11,4,6.8
16909,4,4,4.0
16910,27,3,12.125
16912,6,2,4.333333333333333
16914,8,8,8.0
16915,6,1,3.0
16916,33,12,22.5
16918,24,2,16.0
16919,29,3,14.272727272727273
16921,10,10,10.0
16923,38,8,22.933333333333334
16924,12,8,10.333333333333334
16926,1,1,1.0
16927,1,1,1.0
16928,17,1,7.705882352941177
16929,10,2,6.571428571428571
16930,15,2,7.666666666666667
16931,43,1,23.047619047619047
16932,13,13,13.0
16933,14,11,12.5
16934,23,5,14.0
16936,24,24,24.0
16938,112,11,45.0
16940,75,53,67.66666666666667
16942,30,1,17.88888888888889
16943,6,6,6.0
16945,17,2,10.588235294117647
16947,8,8,8.0
16948,4,1,2.5
16949,7,1,3.5
16950,7,6,6.5
16951,44,1,18.333333333333332
16952,3,3,3.0
16953,1,1,1.0
16954,3,1,2.5
16955,3,1,2.0
16956,8,8,8.0
16957,7,1,4.0
16959,4,4,4.0
16960,28,16,22.666666666666668
16961,10,10,10.0
16963,6,6,6.0
16965,4,4,4.0
16967,16,16,16.0
16968,7,5,6.0
16969,11,5,8.0
16971,8,8,8.0
16978,24,24,24.0
16979,15,2,6.333333333333333
16980,35,3,19.0
16982,16,16,16.0
16983,17,5,8.857142857142858
16984,101,51,76.0
16985,10,1,4.285714285714286
16986,1,1,1.0
16987,17,1,8.0
16988,4,4,4.0
16992,14,6,8.6
16996,5,1,2.6
16997,4,4,4.0
16998,1,1,1.0
16999,11,4,7.5
17001,10,4,7.909090909090909
17002,12,7,8.666666666666666
17004,8,5,6.5
17006,10,5,6.666666666666667
17007,8,3,4.5
17010,8,8,8.0
17011,12,12,12.0
17014,8,4,6.333333333333333
17015,47,12,28.0
17017,15,1,5.157894736842105
17018,2,2,2.0
17019,28,21,24.5
17022,3,3,3.0
17025,1,1,1.0
17026,2,2,2.0
17027,24,1,11.5
17030,3,3,3.0
17031,13,8,10.5
17033,6,1,3.6666666666666665
17034,4,2,3.3333333333333335
17035,12,6,9.0
17037,50,50,50.0
17038,3,3,3.0
17040,8,8,8.0
17041,15,8,11.0
17042,16,4,9.0
17043,24,2,11.0
17045,4,2,3.0
17046,7,7,7.0
17047,19,13,15.0
17048,13,3,7.666666666666667
17049,45,9,18.77777777777778
17050,55,9,28.833333333333332
17051,30,30,30.0
17052,34,34,34.0
17053,7,7,7.0
17054,7,5,5.75
17058,15,3,7.333333333333333
17059,71,27,46.4
17060,3,3,3.0
17061,8,1,3.5714285714285716
17062,13,6,9.0
17063,18,1,7.857142857142857
17064,14,9,10.666666666666666
17068,21,1,10.095238095238095
17069,28,1,10.0
17070,24,24,24.0
17071,14,6,9.625
17073,27,14,21.0
17075,15,6,10.5
17076,4,2,3.3333333333333335
17078,2,2,2.0
17080,2,2,2.0
17081,7,7,7.0
17082,24,12,18.0
17083,8,7,7.333333333333333
17084,59,18,38.5
17085,39,18,26.0
17086,12,2,7.0
17088,26,9,14.5
17090,15,2,7.0
17091,30,7,18.571428571428573
17092,29,5,18.75
17094,11,11,11.0
17095,15,7,9.666666666666666
17096,10,3,5.5
17097,17,9,14.0
17100,38,38,38.0
17101,7,3,5.666666666666667
17105,24,21,22.5
17107,60,19,35.8
17109,25,1,8.166666666666666
17110,7,7,7.0
17111,17,17,17.0
17114,6,1,3.0
17115,8,4,5.666666666666667
17117,3,3,3.0
17118,6,6,6.0
17119,18,1,9.5
17120,10,10,10.0
17122,6,6,6.0
17123,3,3,3.0
17124,7,7,7.0
17125,10,10,10.0
17126,37,2,21.0
17128,7,7,7.0
17131,31,1,16.25
17133,1,1,1.0
17134,7,1,4.0
17135,6,2,4.5
17138,10,10,10.0
17139,75,6,22.5
17140,6,6,6.0
17142,6,6,6.0
17144,9,6,7.5
17146,10,5,7.5
17147,16,6,10.0
17148,9,9,9.0
17152,1,1,1.0
17153,11,11,11.0
17154,9,9,9.0
17155,3,3,3.0
17157,4,1,2.5
17158,15,1,8.666666666666666
17159,27,8,17.0
17160,38,12,27.166666666666668
17162,8,1,4.5
17164,32,1,16.166666666666668
17165,7,7,7.0
17166,8,1,4.5
17169,19,11,15.0
17171,6,6,6.0
17172,1,1,1.0
17173,12,1,7.285714285714286
17174,3,3,3.0
17175,20,3,8.75
17176,9,9,9.0
17179,22,11,16.333333333333332
17180,18,1,13.75
17181,3,3,3.0
17183,8,1,3.6
17187,4,4,4.0
17188,11,1,6.166666666666667
17189,11,5,8.0
17190,7,7,7.0
17191,32,2,18.142857142857142
17193,2,1,1.75
17194,2,2,2.0
17197,10,10,10.0
17198,10,7,8.0
17201,10,10,10.0
17203,21,1,7.333333333333333
17204,13,1,4.5
17205,1,1,1.0
17206,7,7,7.0
17211,25,7,14.0
17213,14,8,10.714285714285714
17214,9,2,6.0
17217,2,2,2.0
17218,26,6,14.7
17219,14,14,14.0
17220,43,1,18.571428571428573
17221,9,4,6.5
17222,13,13,13.0
17223,12,7,9.5
17226,7,7,7.0
17227,5,2,3.75
17228,32,8,16.25
17229,16,11,13.5
17230,9,2,3.8
17231,34,4,22.6
17232,11,9,10.0
17233,14,14,14.0
17234,5,5,5.0
17235,5,4,4.5
17236,14,2,6.166666666666667
17237,8,2,5.0
17238,33,6,22.733333333333334
17239,5,5,5.0
17242,14,4,9.0
17243,11,1,6.086956521739131
17244,11,11,11.0
17245,7,7,7.0
17247,12,12,12.0
17248,23,23,23.0
17250,8,8,8.0
17251,18,18,18.0
17252,17,17,17.0
17253,5,5,5.0
17254,17,7,12.0
17255,19,8,13.5
17256,8,8,8.0
17259,27,11,19.0
17262,1,1,1.0
17263,7,7,7.0
17265,24,10,17.0
17266,13,3,7.0
17267,9,1,5.0
17268,1,1,1.0
17272,19,14,17.0
17274,8,8,8.0
17277,37,3,20.0
17278,4,4,4.0
17279,3,3,3.0
17282,32,1,16.5
17284,81,4,29.0
17286,11,11,11.0
17287,10,4,7.333333333333333
17288,19,1,5.2
17289,15,10,12.333333333333334
17290,21,3,12.0
17293,17,6,8.625
17295,17,8,13.666666666666666
17297,7,7,7.0
17298,12,12,12.0
17299,8,2,4.5
17301,13,13,13.0
17302,11,4,8.0
17303,16,16,16.0
17306,1,1,1.0
17309,6,6,6.0
17311,14,8,11.0
17312,4,4,4.0
17314,29,1,9.428571428571429
17315,15,1,5.647058823529412
17320,13,6,9.333333333333334
17321,37,37,37.0
17323,31,1,19.714285714285715
17324,12,3,7.5
17325,6,6,6.0
17329,8,7,7.5
17333,12,12,12.0
17334,4,4,4.0
17337,89,20,43.666666666666664
17338,82,25,53.625
17339,4,2,3.0
17340,42,1,17.5
17341,25,1,10.666666666666666
17343,5,5,5.0
17344,7,7,7.0
17345,22,2,8.25
17346,19,3,12.333333333333334
17348,27,3,12.4
17349,2,2,2.0
17350,22,1,8.0
17351,1,1,1.0
17356,13,13,13.0
17357,10,1,5.5
17358,20,5,12.5
17359,2,2,2.0
17360,13,6,8.666666666666666
17361,6,1,3.3333333333333335
17362,15,8,11.5
17364,41,1,15.909090909090908
17365,50,2,29.875
17367,18,18,18.0
17368,12,2,4.666666666666667
17370,8,2,4.75
17371,5,3,4.0
17372,26,11,16.375
17373,16,6,10.75
17374,2,2,2.0
17375,7,2,4.666666666666667
17376,8,7,7.5
17377,19,3,8.736842105263158
17379,33,33,33.0
17381,4,4,4.0
17383,14,14,14.0
17384,10,1,5.5
17385,27,27,27.0
17386,5,1,2.3333333333333335
17387,36,9,22.5
17388,5,5,5.0
17389,6,1,2.0
17392,10,5,7.5
17394,1,1,1.0
17396,1,1,1.0
17397,24,21,22.5
17398,6,3,4.5
17400,49,2,20.6
17402,3,1,1.8571428571428572
17403,12,12,12.0
17404,6,2,4.25
17405,11,3,6.333333333333333
17406,52,13,32.5
17409,2,1,1.5
17410,14,4,8.6
17411,6,5,5.333333333333333
17412,9,2,5.428571428571429
17415,6,6,6.0
17416,50,5,25.166666666666668
17418,8,7,7.5
17419,16,1,8.416666666666666
17420,12,4,7.666666666666667
17422,13,3,7.5
17423,11,1,6.0
17425,28,28,28.0
17426,39,4,24.0
17428,23,1,5.611111111111111
17429,5,1,3.6666666666666665
17430,7,3,5.0
17431,24,24,24.0
17432,15,8,11.5
17433,34,34,34.0
17434,14,2,8.571428571428571
17436,5,3,4.0
17438,7,7,7.0
17442,22,9,13.833333333333334
17444,42,17,29.5
17446,1,1,1.0
17447,15,4,9.5
17449,41,3,17.428571428571427
17450,18,1,5.0
17451,18,1,9.5
17453,5,2,3.5
17454,12,5,8.75
17455,7,7,7.0
17456,14,14,14.0
17457,1,1,1.0
17458,30,30,30.0
17459,28,23,25.5
17460,5,3,4.25
17461,17,2,10.333333333333334
17462,10,4,7.0
17463,58,8,25.2
17464,5,5,5.0
17466,10,9,9.5
17469,19,10,12.8
17470,8,2,4.8
17472,21,17,18.666666666666668
17475,7,7,7.0
17480,21,21,21.0
17481,17,6,10.25
17483,5,3,4.0
17486,18,18,18.0
17489,10,7,8.5
17490,11,4,7.8
17491,7,1,3.2222222222222223
17492,6,6,6.0
17495,11,5,8.0
17496,4,4,4.0
17498,4,4,4.0
17499,12,12,12.0
17501,9,1,5.0
17502,7,3,5.0
17503,10,2,6.0
17504,22,1,8.5
17505,17,12,14.5
17506,4,4,4.0
17507,25,24,24.5
17508,15,15,15.0
17509,44,12,37.75
17510,15,15,15.0
17511,5,1,2.347826086956522
17512,14,3,8.0
17514,23,23,23.0
17515,24,9,15.5
17516,27,1,13.0
17517,7,7,7.0
17519,7,1,4.5
17520,13,13,13.0
17521,19,5,11.0
17522,16,1,5.6
17523,14,5,9.5
17524,1,1,1.0
17525,1,1,1.0
17526,4,1,2.3333333333333335
17527,11,2,5.25
17528,30,4,14.125
17530,44,1,21.7
17531,5,5,5.0
17534,6,6,6.0
17535,12,12,12.0
17537,18,5,11.5
17538,4,4,4.0
17540,9,4,6.5
17542,4,4,4.0
17545,37,1,13.666666666666666
17548,3,3,3.0
17550,12,2,7.0
17551,27,27,27.0
17552,18,1,6.0
17554,22,3,8.0
17555,37,21,29.0
17556,1,1,1.0
17557,8,2,4.333333333333333
17560,2,1,1.5
